0.5 0.3 0
-1.57 0.353712
-1.55 0.353712
-1.54 0.357411
-1.52 0.33513
-1.5 0.33513
-1.48 0.326505
-1.47 0.257177
-1.45 0.287228
-1.43 0.318282
-1.41 0.311395
-1.4 0.311395
-1.38 0.301113
-1.36 0.29931
-1.34 0.241157
-1.33 0.288899
-1.31 0.291438
-1.29 0.277564
-1.27 0.289741
-1.26 0.263425
-1.24 0.27601
-1.22 0.253159
-1.2 0.27601
-1.19 0.270698
-1.17 0.270698
-1.15 0.267016
-1.13 0.207822
-1.12 0.264851
-1.1 0.264851
-1.08 0.258542
-1.06 0.247977
-1.05 0.259229
-1.03 0.259229
-1.01 0.202836
-1 0.238761
-0.98 0.253159
-0.96 0.254486
-0.94 0.254486
-0.93 0.253821
-0.91 0.250544
-0.89 0.201513
-0.87 0.248614
-0.86 0.248614
-0.84 0.249254
-0.82 0.248614
-0.8 0.248614
-0.79 0.249254
-0.77 0.195121
-0.75 0.247977
-0.73 0.249254
-0.72 0.248614
-0.7 0.251845
-0.68 0.255154
-0.66 0.254486
-0.65 0.201513
-0.63 0.255154
-0.61 0.253821
-0.59 0.253821
-0.58 0.254486
-0.56 0.206441
-0.54 0.238168
-0.52 0.204624
-0.51 0.260614
-0.49 0.25992
-0.47 0.251193
-0.45 0.264851
-0.44 0.205529
-0.42 0.265569
-0.4 0.266291
-0.38 0.262012
-0.37 0.271445
-0.35 0.27601
-0.33 0.273711
-0.31 0.204624
-0.3 0.27601
-0.28 0.283127
-0.26 0.283939
-0.25 0.291438
-0.23 0.283939
-0.21 0.288899
-0.19 0.228488
-0.18 0.296643
-0.16 0.272952
-0.14 0.302935
-0.12 0.303854
-0.11 0.303854
-0.09 0.298416
-0.07 0.249254
-0.05 0.318282
-0.04 0.319289
-0.02 0.334029
-0 0.312362
0.02 0.344188
0.03 0.345352
0.05 0.300209
0.07 0.362456
0.09 0.277564
0.1 0.365029
0.12 0.287228
0.14 0.354937
0.16 0.288061
0.17 0.353712
0.19 0.353712
0.21 0.366328
0.23 0.366328
0.24 0.366328
0.26 0.323375
0.28 0.374309
0.3 0.366328
0.31 0.365029
0.33 0.367636
0.35 0.337353
0.37 0.363739
0.38 0.375671
0.4 0.378422
0.42 0.338474
0.44 0.33513
0.45 0.294889
0.47 0.377042
0.49 0.314312
0.51 0.389816
0.52 0.290587
0.54 0.365029
0.56 0.336238
0.57 0.319289
0.59 0.302935
0.61 0.286399
0.63 0.289741
0.64 0.289741
0.66 0.276785
0.68 0.279923
0.7 0.255825
0.71 0.264136
0.73 0.253821
0.75 0.253821
0.77 0.249898
0.78 0.212066
0.8 0.252501
0.82 0.198912
0.84 0.259229
0.85 0.21303
0.87 0.250544
0.89 0.22155
0.91 0.288899
0.92 0.296643
0.94 0.303854
0.96 0.303854
0.98 0.302935
0.99 0.311395
1.01 0.33513
1.03 0.338474
1.05 0.310434
1.06 0.332934
1.08 0.353712
1.1 0.366328
1.12 0.365029
1.13 0.340738
1.15 0.40187
1.17 0.424736
1.19 0.334029
1.2 0.366328
1.22 0.323375
1.24 0.398792
1.26 0.318282
1.27 0.377042
1.29 0.472288
1.31 0.487455
1.32 0.468118
1.34 0.550078
1.36 0.531055
1.38 0.550078
1.39 0.564481
1.41 0.489697
1.43 0.50596
1.45 0.573474
1.46 0.576533
1.48 0.6
1.5 0.503574
1.52 0.573474
1.53 0.576533
1.55 0.446374
