0.4 0.6 -3.14159
-1.57 0.181516
-1.55 0.145116
-1.54 0.17935
-1.52 0.181882
-1.5 0.184852
-1.48 0.188687
-1.47 0.144375
-1.45 0.198485
-1.43 0.20922
-1.41 0.224173
-1.4 0.224705
-1.38 0.231822
-1.36 0.242983
-1.34 0.205984
-1.33 0.270698
-1.31 0.265569
-1.29 0.283939
-1.27 0.296643
-1.26 0.316286
-1.24 0.365029
-1.22 0.365029
-1.2 0.377042
-1.19 0.388357
-1.17 0.386908
-1.15 0.385469
-1.13 0.29931
-1.12 0.400325
-1.1 0.414644
-1.08 0.398792
-1.06 0.400325
-1.05 0.413006
-1.03 0.398792
-1.01 0.322345
-1 0.413006
-0.98 0.426464
-0.96 0.426464
-0.94 0.416295
-0.93 0.424736
-0.91 0.428204
-0.89 0.35866
-0.87 0.435302
-0.86 0.448272
-0.84 0.457991
-0.82 0.4744
-0.8 0.491959
-0.79 0.452112
-0.77 0.385469
-0.75 0.491959
-0.73 0.491959
-0.72 0.437111
-0.7 0.489697
-0.68 0.541768
-0.66 0.531055
-0.65 0.423022
-0.63 0.547281
-0.61 0.528439
-0.59 0.531055
-0.58 0.541768
-0.56 0.397269
-0.54 0.489697
-0.52 0.385469
-0.51 0.50121
-0.49 0.468118
-0.47 0.489697
-0.45 0.472288
-0.44 0.368953
-0.42 0.409766
-0.4 0.489697
-0.38 0.4744
-0.37 0.472288
-0.35 0.466059
-0.33 0.437111
-0.31 0.375671
-0.3 0.4744
-0.28 0.325455
-0.26 0.423022
-0.25 0.4744
-0.23 0.444492
-0.21 0.456016
-0.19 0.326505
-0.18 0.438935
-0.16 0.442625
-0.14 0.426464
-0.12 0.426464
-0.11 0.404994
-0.09 0.354937
-0.07 0.198059
-0.05 0.184102
-0.04 0.176185
-0.02 0.170792
-0 0.166303
0.02 0.165991
0.03 0.16475
0.05 0.135295
0.07 0.17112
0.09 0.136405
0.1 0.173789
0.12 0.134637
0.14 0.168202
0.16 0.139131
0.17 0.175839
0.19 0.176532
0.21 0.175839
0.23 0.162616
0.24 0.178994
0.26 0.17935
0.28 0.181882
0.3 0.181882
0.31 0.181882
0.33 0.181516
0.35 0.184852
0.37 0.184476
0.38 0.185608
0.4 0.17145
0.42 0.165368
0.44 0.189078
0.45 0.151019
0.47 0.192259
0.49 0.144375
0.51 0.198059
0.52 0.157058
0.54 0.198912
0.56 0.205529
0.57 0.188687
0.59 0.208752
0.61 0.20922
0.63 0.21303
0.64 0.220517
0.66 0.232386
0.68 0.232953
0.7 0.290587
0.71 0.41138
0.73 0.456016
0.75 0.426464
0.77 0.489697
0.78 0.520738
0.8 0.528439
0.82 0.428204
0.84 0.459983
0.85 0.414644
0.87 0.510796
0.89 0.406573
0.91 0.466059
0.92 0.409766
0.94 0.487455
0.96 0.491959
0.98 0.510796
0.99 0.472288
1.01 0.444492
1.03 0.510796
1.05 0.4744
1.06 0.400325
1.08 0.33513
1.1 0.253821
1.12 0.252501
1.13 0.233522
1.15 0.222593
1.17 0.224173
1.19 0.163221
1.2 0.222071
1.22 0.186752
1.24 0.253821
1.26 0.20064
1.27 0.256499
1.29 0.27601
1.31 0.295764
1.32 0.296643
1.34 0.388357
1.36 0.50121
1.38 0.550078
1.39 0.552902
1.41 0.576533
1.43 0.491959
1.45 0.573474
1.46 0.533695
1.48 0.573474
1.5 0.531055
1.52 0.598851
1.53 0.6
1.55 0.409766
