0.4 0.6 1.5708
-1.57 0.277564
-1.55 0.27524
-1.54 0.270698
-1.52 0.269954
-1.5 0.270698
-1.48 0.271445
-1.47 0.21303
-1.45 0.255825
-1.43 0.269954
-1.41 0.271445
-1.4 0.277564
-1.38 0.281517
-1.36 0.269214
-1.34 0.27524
-1.33 0.283939
-1.31 0.283127
-1.29 0.264851
-1.27 0.283127
-1.26 0.266291
-1.24 0.283939
-1.22 0.269954
-1.2 0.288061
-1.19 0.289741
-1.17 0.290587
-1.15 0.294889
-1.13 0.230701
-1.12 0.302935
-1.1 0.303854
-1.08 0.303854
-1.06 0.288899
-1.05 0.310434
-1.03 0.318282
-1.01 0.249898
-1 0.285575
-0.98 0.317281
-0.96 0.326505
-0.94 0.32756
-0.93 0.325455
-0.91 0.32969
-0.89 0.269954
-0.87 0.344188
-0.86 0.344188
-0.84 0.326505
-0.82 0.353712
-0.8 0.352495
-0.79 0.361182
-0.77 0.269954
-0.75 0.352495
-0.73 0.377042
-0.72 0.375671
-0.7 0.395757
-0.68 0.38404
-0.66 0.413006
-0.65 0.338474
-0.63 0.426464
-0.61 0.426464
-0.59 0.440772
-0.58 0.413006
-0.56 0.315296
-0.54 0.35866
-0.52 0.395757
-0.51 0.388357
-0.49 0.386908
-0.47 0.388357
-0.45 0.382621
-0.44 0.304778
-0.42 0.388357
-0.4 0.386908
-0.38 0.374309
-0.37 0.388357
-0.35 0.392766
-0.33 0.377042
-0.31 0.286399
-0.3 0.366328
-0.28 0.331846
-0.26 0.290587
-0.25 0.276785
-0.23 0.27524
-0.21 0.265569
-0.19 0.195952
-0.18 0.238761
-0.16 0.224173
-0.14 0.224705
-0.12 0.216466
-0.11 0.20922
-0.09 0.180789
-0.07 0.15593
-0.05 0.186369
-0.04 0.181882
-0.02 0.177931
-0 0.178638
0.02 0.178638
0.03 0.181882
0.05 0.153168
0.07 0.194707
0.09 0.151285
0.1 0.201952
0.12 0.166303
0.14 0.224173
0.16 0.175839
0.17 0.223118
0.19 0.248614
0.21 0.259229
0.23 0.259229
0.24 0.272197
0.26 0.255154
0.28 0.318282
0.3 0.319289
0.31 0.336238
0.33 0.354937
0.35 0.332934
0.37 0.375671
0.38 0.377042
0.4 0.377042
0.42 0.347703
0.44 0.346524
0.45 0.303854
0.47 0.388357
0.49 0.313334
0.51 0.400325
0.52 0.29931
0.54 0.397269
0.56 0.426464
0.57 0.41138
0.59 0.413006
0.61 0.403426
0.63 0.421321
0.64 0.440772
0.66 0.442625
0.68 0.457991
0.7 0.421321
0.71 0.440772
0.73 0.440772
0.75 0.472288
0.77 0.456016
0.78 0.461992
0.8 0.468118
0.82 0.379812
0.84 0.472288
0.85 0.397269
0.87 0.468118
0.89 0.428204
0.91 0.552902
0.92 0.508367
0.94 0.510796
0.96 0.468118
0.98 0.503574
0.99 0.489697
1.01 0.491959
1.03 0.4744
1.05 0.452112
1.06 0.489697
1.08 0.489697
1.1 0.472288
1.12 0.489697
1.13 0.470194
1.15 0.483028
1.17 0.442625
1.19 0.368953
1.2 0.456016
1.22 0.326505
1.24 0.437111
1.26 0.359917
1.27 0.456016
1.29 0.456016
1.31 0.428204
1.32 0.417958
1.34 0.440772
1.36 0.440772
1.38 0.440772
1.39 0.457991
1.41 0.385469
1.43 0.400325
1.45 0.336238
1.46 0.232953
1.48 0.177931
1.5 0.178994
1.52 0.168202
1.53 0.165991
1.55 0.129147
