0 0.3 0
-1.57 0.344188
-1.55 0.344188
-1.54 0.345352
-1.52 0.345352
-1.5 0.338474
-1.48 0.344188
-1.47 0.272197
-1.45 0.354937
-1.43 0.362456
-1.41 0.344188
-1.4 0.354937
-1.38 0.354937
-1.36 0.345352
-1.34 0.258542
-1.33 0.353712
-1.31 0.354937
-1.29 0.354937
-1.27 0.32969
-1.26 0.290587
-1.24 0.311395
-1.22 0.230701
-1.2 0.276785
-1.19 0.256499
-1.17 0.269954
-1.15 0.270698
-1.13 0.214002
-1.12 0.246711
-1.1 0.262717
-1.08 0.264851
-1.06 0.264851
-1.05 0.263425
-1.03 0.254486
-1.01 0.203727
-1 0.25992
-0.98 0.259229
-0.96 0.243597
-0.94 0.258542
-0.93 0.253159
-0.91 0.254486
-0.89 0.191055
-0.87 0.253159
-0.86 0.253159
-0.84 0.253821
-0.82 0.251845
-0.8 0.256499
-0.79 0.264851
-0.77 0.223118
-0.75 0.288061
-0.73 0.363739
-0.72 0.456016
-0.7 0.472288
-0.68 0.491959
-0.66 0.468118
-0.65 0.483028
-0.63 0.579623
-0.61 0.6
-0.59 0.589087
-0.58 0.544511
-0.56 0.478677
-0.54 0.576533
-0.52 0.433507
-0.51 0.525848
-0.49 0.576533
-0.47 0.576533
-0.45 0.550078
-0.44 0.409766
-0.42 0.550078
-0.4 0.573474
-0.38 0.6
-0.37 0.6
-0.35 0.598851
-0.33 0.503574
-0.31 0.448272
-0.3 0.552902
-0.28 0.494241
-0.26 0.442625
-0.25 0.319289
-0.23 0.283939
-0.21 0.27601
-0.19 0.217466
-0.18 0.270698
-0.16 0.265569
-0.14 0.264136
-0.12 0.254486
-0.11 0.264851
-0.09 0.264851
-0.07 0.20922
-0.05 0.264136
-0.04 0.264136
-0.02 0.264851
-0 0.25992
0.02 0.259229
0.03 0.245457
0.05 0.224173
0.07 0.264851
0.09 0.208286
0.1 0.264851
0.12 0.193885
0.14 0.264136
0.16 0.211109
0.17 0.265569
0.19 0.265569
0.21 0.242983
0.23 0.263425
0.24 0.264851
0.26 0.271445
0.28 0.277564
0.3 0.277564
0.31 0.388357
0.33 0.388357
0.35 0.531055
0.37 0.6
0.38 0.6
0.4 0.6
0.42 0.6
0.44 0.6
0.45 0.573474
0.47 0.6
0.49 0.6
0.51 0.6
0.52 0.585899
0.54 0.6
0.56 0.508367
0.57 0.41138
0.59 0.283127
0.61 0.283939
0.63 0.224705
0.64 0.198485
0.66 0.215969
0.68 0.216466
0.7 0.221032
0.71 0.224705
0.73 0.228488
0.75 0.22794
0.77 0.233522
0.78 0.222071
0.8 0.242372
0.82 0.178284
0.84 0.247977
0.85 0.20064
0.87 0.259229
0.89 0.205984
0.91 0.245457
0.92 0.27524
0.94 0.283127
0.96 0.283939
0.98 0.290587
0.99 0.289741
1.01 0.305708
1.03 0.318282
1.05 0.310434
1.06 0.301113
1.08 0.259229
1.1 0.291438
1.12 0.283127
1.13 0.283939
1.15 0.280718
1.17 0.283127
1.19 0.218982
1.2 0.276785
1.22 0.216965
1.24 0.270698
1.26 0.21449
1.27 0.254486
1.29 0.269954
1.31 0.270698
1.32 0.270698
1.34 0.264851
1.36 0.245457
1.38 0.264851
1.39 0.265569
1.41 0.265569
1.43 0.264851
1.45 0.259229
1.46 0.257177
1.48 0.259229
1.5 0.25992
1.52 0.264851
1.53 0.252501
1.55 0.206441
